ENGLISH	HRVATSKI, SRPSKI	RS800CX-HRRS800CX
Clip the connector of the heart rate sensor straight onto the apparel without the strap so that the connector’s Polar logo is in an upright position.	Zakačite priključak primopredajnika direktno na odjeću bez pojasa tako da je Polar logotip priključka u uspravnom položaju.	RS800CX-HRRS800CX
Start Training	Počnite vježbati 1.	RS800CX-HRRS800CX
1. Wear the heart rate sensor as instructed and start heart rate measurement by pressing OK.	Nosite primopredajnik prema uputama i započnite mjerenje broja otkucaja srca pritiskom na tipku OK.	RS800CX-HRRS800CX
2. Within 15 seconds, your heart rate appears on the display. • If you use a sensor, select the shoe or bike by pressing and holding DOWN, or in Settings > Shoes/bikes.	2. Unutar 15 sekundi na zaslonu se pojavi broj otkucaja vašeg srca. • Ako koristite senzor, odaberite cipelu ili bicikl pritiskom i držanjem tipke DOLJE ili u Settings > Shoes/bikes.	RS800CX-HRRS800CX
The number in the lower right hand corner of the display indicates your shoe or bike selection.	Broj u donjem desnom kutu zaslona označava cipelu ili bicikl koji će se koristiti.	RS800CX-HRRS800CX
Stand still and wait until the training computer finds the sensor signal (depending on the sensor you are using, runner, biker or GPS symbol stops flashing). • To quick-change exercise type, press and hold UP.		RS800CX-HRRS800CX
3. Start exercising by pressing OK.	Mirujte VJEŽBANJE	RS800CX-HRRS800CX
If the following message is displayed: (Exercise name) requires a speed sensor, your exercise requires a speed		RS800CX-HRRS800CX
Training 13	13 HRVATSKI, SRPSKI	RS800CX-HRRS800CX
ENGLISH	i pričekajte dok monitor srčane frekvencije ne pronađe signal senzora (ovisno o senzoru koji koristite, simbol trkača, biciklista ili GPS-a počne treptati).	RS800CX-HRRS800CX
sensor to display speed/pace and distance* data (e.g. you have defined speed/pace* zones for the exercise).	3. • Za brzu promjenu vrste vježbe, pritisnite i držite tipku GORE. Započnite s vježbanjem pritiskom na OK.	RS800CX-HRRS800CX
The training computer returns to exercise type selection menu, where you can select an exercise which does not require a speed sensor.	Ako se prikaže slijedeća poruka: (Naziv vježbe) requires a speed sensor, vaša vježba zahtijeva senzor brzine za prikaz brzine/ritma i udaljenosti* (npr. u vježbi ste definirali zone brzine/ritma*).	RS800CX-HRRS800CX
	Monitor srčane frekvencije se vraća u izbornik odabira vrste vježbe, gdje možete odabrati vježbu koja ne zahtijeva senzor brzine.	RS800CX-HRRS800CX
Alternatively, select Settings, Reset trip or Location.	Alternativno, odaberite Settings, Reset trip ili Location.	RS800CX-HRRS800CX
In Settings you can change or view different settings before exercise.		RS800CX-HRRS800CX
For further information on all the settings available, see Settings (page 32).	U prikazu Settings prije vježbanja možete pregledati i promijeniti različite postavke.	RS800CX-HRRS800CX
The Settings menu lists the following options: • Exercise : Choose an exercise type Free, Basic, Interval , or OwnZone (If you have created new exercises, these will be listed, as well.) 1.	Za dodatne informacije o svim dostupnim postavkama, pogledajte POSTAVKE (stranica 32 Izbornik Settings ). prikazuje slijedeće opcije: • Exercise : Odaberite Free, Basic, Interval , ili OwnZone (ako ste stvorili nove vježbe i one će biti na popisu).	RS800CX-HRRS800CX
Select : Set a default exercise to be performed at once, or 2.	1. 2. • Select : Standardna vježba će biti odmah provedena, ili View: Pregledajte postavke vježbe.	RS800CX-HRRS800CX
View: View exercise settings. • Shoes/bikes: Select shoes 1/2/3, bike 1/2/3 or none.	Shoes/bikes: Odaberite cipele 1/2/3, bicikl 1/2/3 ili ništa.	RS800CX-HRRS800CX
Only shoes/bikes that you have activated in Settings > Features > Shoes/bikes are listed.	U popisu se nalaze samo cipele/bicikli koje ste aktivirali u Settings > Features > Shoes/bikes .	RS800CX-HRRS800CX
If you select a shoe or bike, and have also set the GPS function on, the GPS will only be used for location and route tracking. • GPS: Set the GPS function On/Off. • Altitude: Switch the altitude on or off, or calibrate altitude. • Rec.rate : Set the recording rate. • RR data: Switch the RR recording on or off. • TZ Alarm: Switch target zone alarm sounds on or off. • HR view: Choose to view heart rate in beats per minute (bpm), as a percentage of maximum heart rate (HR%), or as a percentage of heart rate reserve (HRR%). • Speed view: Choose to view speed* in kilometers or miles per hour (km/h or mph), or in minutes per kilometer or mile (min/km or min/mi). • A.Lap: Switch the automatic lap function on or off. • Display: Modify the display (for further information, see Personalize the Training Computer Display (page 16)).	Ako odaberete cipelu ili bicikl, te ste također aktivirali GPS funkciju, GPS će se koristiti samo za određivanje lokacije i praćenje rute. • • • • • • • • • GPS: Uključite/isključite GPS funkciju.	RS800CX-HRRS800CX
In Reset trip you can reset the trip distance before starting an exercise session.	Altitude: Uključite/isključite funkciju nadmorske visine ili kalibrirajte nadmorsku visinu.	RS800CX-HRRS800CX
	Rec.rate : Postavite učestalost snimanja.	RS800CX-HRRS800CX
In Location** you can check your current location.	RR data: Uključite ili isključite RR snimanje.	RS800CX-HRRS800CX
The training computer will pinpoint your location using the latest GPS coordinates.	TZ Alarm: Uključite ili isključite zvukove alarma ciljane zone.	RS800CX-HRRS800CX
Latitude and longitude are expressed in degrees and minutes.	HR view: Odaberite prikaz broja otkucaja srca u otkucajima u minuti (bpm), kao postotak maksimalnog	RS800CX-HRRS800CX
Number of satellites visible on lowest row.	broja otkucaja srca (HR%) ili kao postotak rezerve otkucaja srca (HRR%).	RS800CX-HRRS800CX
To further analyze the track information, transfer the data to Polar ProTrainer 5.	Speed view: odaberite prikaz brzine* u kilometrima ili miljama na sat (km/h ili mph) ili u minutama po	RS800CX-HRRS800CX
See Software help for instructions.	kilometru ili milji (min/km ili min/mi).	RS800CX-HRRS800CX
	A.Lap: Uključite ili isključite funkciju automatskog kruga.	RS800CX-HRRS800CX
*Optional s3/s3+ stride sensor, G3/G5 GPS sensor or cycling speed sensor W.I.N.D. required.	Display: Namještanje zaslona (za dodatne informacije, pogledajte Prilagođavanje zaslona monitora	RS800CX-HRRS800CX
**Optional G3/G5 GPS sensor W.I.N.D. required.	srčane frekvencije (stranica 16 )).	RS800CX-HRRS800CX
Combine Exercises The RS800CX training computer offers you the option of combining consecutive exercises.	U opciji Reset trip možete poništiti udaljenost vožnje prije započinjanja vježbanja.	RS800CX-HRRS800CX
	U opciji Location** možete provjeriti vašu trenutnu lokaciju.	RS800CX-HRRS800CX
When you start a new exercise session within an hour of the previous one, Combine exercises? is displayed.	Monitor srčane frekvencije će odrediti vašu lokaciju koristeći zadnje GPS koordinate.	RS800CX-HRRS800CX
To combine, select YES. The multisport exercise view is displayed during training.	Geografska širina i dužina su izraženi u stupnjevima i minutama.	RS800CX-HRRS800CX
A maximum of ten exercises can be combined.	U najnižem redu je vidljiv broj satelita.	RS800CX-HRRS800CX
For more information see Information on the Display (page 15).	Za dodatnu analizu informacija o trasi, podatke prebacite u softver Polar ProTrainer 5.	RS800CX-HRRS800CX
	Pogledajte priručnik za softver za dodatne upute. *Potreban opcijski s3 senzor brzine trčanja, G3 GPS senzor ili senzor brzine W.I.N.D. **Potreban opcijski G3 GPS senzor W.I.N.D.	RS800CX-HRRS800CX
By using Polar ProTrainer 5 software, you can combine exercises after training and analyze them further.	Kombiniranje vježbi RS800CX monitor srčane frekvencije vam nudi opciju kombiniranja uzastopnih vježbi.	RS800CX-HRRS800CX
For more, see Polar ProTrainer 5 help.	Kada započnete	RS800CX-HRRS800CX
14 Training	14 VJEŽBANJE	RS800CX-HRRS800CX
ENGLISH	HRVATSKI, SRPSKI	RS800CX-HRRS800CX
Information on the Display Your training computer offers you a simultaneous view of three different lines of exercise information.	novi ciklus vježbanja unutar jednog sata od prethodnog ciklusa, prikaže se Combine exercises?	RS800CX-HRRS800CX
By pressing UP or DOWN, you can view different displays.	(Kombiniraj vježbe?). Za kombiniranje, odaberite YES.	RS800CX-HRRS800CX
The name of the display appears for a few seconds.	Tijekom vježbanja se prikazuje multisport prikaz.	RS800CX-HRRS800CX
The name indicates the lower row information.	Može se kombinirati maksimalno 10 vježbi.	RS800CX-HRRS800CX
The display varies depending on the sensors you have installed, which features are set On and what kind of exercise you are performing.	Za više informacija pogledajte Informacije na zaslonu (stranica 15 ). Uporabom Polar ProTrainer 5 softvera, možete kombinirati vježbe nakon vježbanja i dodatno ih analizirati.	RS800CX-HRRS800CX
Customize the training computer display easily with Polar ProTrainer 5 software.	Za više informacija pogledajte upute Polar ProTrainer 5 softvera.	RS800CX-HRRS800CX
	Informacije na zaslonu Vaš monitor srčane frekvencije vam omogućuje istovremeni prikaz tri različite linije informacija o vježbi.	RS800CX-HRRS800CX
	Pritiskom na tipke GORE ili DOLJE možete vidjeti različite prikaze.	RS800CX-HRRS800CX
	Naziv prikaza se pojavi na nekoliko sekundi.	RS800CX-HRRS800CX
Default displays while exercising:	Naziv označava informaciju u donjem redu.	RS800CX-HRRS800CX
Heart rate view Speed/pace* / Calories Stopwatch Heart rate * s3/s3+ stride sensor, G3/G5 GPS sensor or cycling speed sensor W.I.N.D. required.	Prikaz se mijenja ovisno o senzorima, koje ste ugradili, čije značajke su postavljene u On i o vrsti vježbe koju provodite.	RS800CX-HRRS800CX
Stopwatch view Calories Time Stopwatch * s3/s3+ stride sensor, G3/G5 GPS sensor or cycling speed sensor W.I.N.D. required.	Lako prilagodite prikaz monitora srčane frekvencije uz pomoć Polar ProTrainer 5 softvera.	RS800CX-HRRS800CX
Lap time view Zone pointer Heart rate Lap time	Standardni prikaz na zaslonu kada koristite senzor brzine: Heart rate (Otkucaji srca)	RS800CX-HRRS800CX
Speed/pace view Cadence* Distance** Speed/pace** * s3/s3+ stride sensor or cadence sensor W.I.N.D. required. * s3/s3+ stride sensor, G3/G5 GPS sensor or cycling speed sensor W.I.N.D. required.	Brzina / ritam* / kalorije Štoperica Otkucaji srca * Potreban opcijski s3 senzor brzine trčanja, G3 GPS senzor ili senzor brzine W.I.N.D. Stopwatch (Štoperica)	RS800CX-HRRS800CX
Distance view Countdown timer Zone pointer Distance* / Lap time * s3/s3+ stride sensor, G3/G5 GPS sensor or cycling speed sensor W.I.N.D. required.	Kalorije Vrijeme Štoperica * Potreban opcijski s3 senzor brzine trčanja, G3 GPS senzor ili senzor brzine W.I.N.D. Lap time (Vrijeme kruga)	RS800CX-HRRS800CX
Altitude view Heart rate Ascent Altitude	Pokazivač zone Otkucaji srca Vrijeme kruga	RS800CX-HRRS800CX
Multi-sport view (displayed only if you have combined the current exercise with the previous exercise file) Total duration of combined exercise Total calories of combined exercise Total distance of combined exercise* * s3/s3+ stride sensor, G3/G5 GPS sensor or cycling speed sensor W.I.N.D. required.	Speed/pace (Brzina/ritam) Ritam* Udaljenost** Brzina/ritam** * Potreban opcijski s3 senzor brzine trčanja ili ritma W.I.N.D. * Potreban opcijski s3 senzor brzine trčanja, G3 GPS senzor ili senzor brzine W.I.N.D. Distance (Udaljenost) Odbrojavanje Pokazivač zone Udaljenost*/vrijeme kruga * Potreban opcijski s3 senzor brzine trčanja, G3 GPS senzor ili senzor brzine W.I.N.D. VJEŽBANJE	RS800CX-HRRS800CX
Training 15	15 HRVATSKI, SRPSKI	RS800CX-HRRS800CX
ENGLISH	Altitude (Nadmorska visina)	RS800CX-HRRS800CX
	Otkucaji srca Nagib Nadmorska visina	RS800CX-HRRS800CX
	Multi-sport (prikazuje se samo ako ste kombinirali trenutnu vježbu s prethodnom)	RS800CX-HRRS800CX
Exercise created with Polar ProTrainer 5 If you have downloaded a program from the software, you can see the details of your exercise session on a separate display.	Ukupno trajanje kombinirane vježbe Ukupne potrošene kalorije kombinirane vježbe Ukupna udaljenost kombinirane vježbe* * Potreban opcijski s3 senzor brzine trčanja, G3 GPS senzor ili senzor brzine W.I.N.D. Exercise created with Polar ProTrainer 5 (Vježbe stvorene s Polar	RS800CX-HRRS800CX
For further information, see Perform Programmed Exercise (page 43).	ProTrainer 5) Ako ste skinuli program vježbanja iz softvera, na posebnom prikazu možete vidjeti detalje vašeg ciklusa vježbanja.	RS800CX-HRRS800CX
You cannot modify this display using the training computer.	Za dodatne informacije, pogledajte Provođenje programiranih vježbi (stranica 43 Ne možete mijenjati ovaj prikaz preko ). monitora srčane frekvencije.	RS800CX-HRRS800CX
Personalize the Training Computer Display Personalize your training computer display to show the information you want to see during training, either by using the training computer or the software.	Prilagođavanje zaslona monitora srčane frekvencije Prilagodite zaslon vašeg monitora srčane frekvencije kako bi za vrijeme vježbanja prikazao željene informacije, bilo uporabom monitora srčane frekvencije ili softvera.	RS800CX-HRRS800CX
A programmed exercise downloaded from the software and a training view have their own displays that cannot be modified.	Programirana vježba skinuta iz softvera i prikaza vježbanja ima vlastite postavke prikaza koje se ne mogu mijenjati.	RS800CX-HRRS800CX
In time mode, select OK > Settings > Display > Edit	U vremenskom režimu odaberite OK > Settings > Display > Edit Odaberite prikaz koji želite promijeniti pritiskom na tipku GORE ili DOLJE, i nakon toga OK.	RS800CX-HRRS800CX
Select the display you want to change by pressing UP or DOWN, and press OK.	Postavite informaciju za trepćući gornji red s GORE ili DOLJE, i pritisnite OK.	RS800CX-HRRS800CX
Set the information for the blinking upper row with UP or DOWN, and press OK.	Informacije na prikazu ovise o značajkama koje su aktivirane.	RS800CX-HRRS800CX
The information available depends on the features that are activated.	Za dodatne informacije pogledajte Postavke značajki (stranica 32 ).	RS800CX-HRRS800CX
For further information, see Feature Settings (page 32).		RS800CX-HRRS800CX
Repeat the same to change the middle and lower rows.	Na jednaki način postavite srednji i donji red.	RS800CX-HRRS800CX
Each display is named after the information shown on the lower row.	Svaki prikaz je nazvan po informaciji prikazanoj u donjem redu.	RS800CX-HRRS800CX
To return the default settings of the display, press and hold LIGHT when the rows are blinking.	Za povratak na standardne postavke zaslona, pritisnite i držite tipku SVJETLO kada redovi trepću.	RS800CX-HRRS800CX
Activate Titles to view help texts while changing displays during exercise: In time mode, select OK > Settings > Display > Titles Information on the display Symbol Explanation	Aktivirajte Titles za pregled naziva prikaza u trenutku promjene prikaza za vrijeme vježbanja: u vremenskom režimu odaberite OK > Settings > Display > Titles	RS800CX-HRRS800CX
Time of day Time of day Countd. timer Countdown timer	Informacije na zaslonu Time of day Countd. timer Simbol	RS800CX-HRRS800CX
	Opis Vrijeme Odbrojavanje vremena Broj i vrijeme kruga Ukupno proteklo vrijeme vježbe Trenutni otkucaji srca Prosječni otkucaji srca	RS800CX-HRRS800CX
Lap time Lap number and lap time	Lap time Stopwatch	RS800CX-HRRS800CX
Stopwatch Total duration of the exercise so far		RS800CX-HRRS800CX
Heart rate Current heart rate	Heart rate	RS800CX-HRRS800CX
Average heart rate Average heart rate of the exercise so far.	Average heart rate	RS800CX-HRRS800CX
Calories Expended calories / Expended calories per hour		RS800CX-HRRS800CX
Zone pointer (heart rate) If the heart symbol is not visible and/or an alarm sounds, your heart rate is outside the target zone.		RS800CX-HRRS800CX
16 Training	16 VJEŽBANJE	RS800CX-HRRS800CX
ENGLISH	HRVATSKI, SRPSKI	RS800CX-HRRS800CX
Information on the display Symbol Explanation	Informacije na zaslonu Calories Simbol	RS800CX-HRRS800CX
	Opis Potrošene kalorije / potrošnja kalorija na sat Ako simbol srca nije vidljiv i/ili se oglasi alarm vaši otkucaji srca su izvan ciljane zone.	RS800CX-HRRS800CX
Zone pointer (Polar sport zones) Target zone indicator with a heart symbol that moves left or right on the sport zone scale according to your heart rate.	Pokazivač ciljane zone sa simbolom srca koje se kreće lijevo i desno na skali sportske zone u skladu s vašim otkucajima srca.	RS800CX-HRRS800CX
For further information on setting a sport zone, see Button Functions During Exercise (page 20).	Za dodatne informacije o postavljanju sportske zone, pogledajte Funkcije tipki tijekom vježbanja (stranica 20 ).	RS800CX-HRRS800CX
	Graf koji prikazuje vaše stvarne otkucaje srca prema postavljenim zonama otkucaja srca.	RS800CX-HRRS800CX
	Promjena otkucaja do otkucaja u intervalima otkucaja srca, odnosno varijacija vremena između otkucaja srca.	RS800CX-HRRS800CX
	Uspon u metrima/stopama Silazak u metrima/stopama Trenutna nadmorska visina Vrijeme provedeno u zoni	RS800CX-HRRS800CX
	Zone pointer (otkucaji srca)	RS800CX-HRRS800CX
Target zone A graph showing your actual heart rate compared to the set heart rate zones.	Zone pointer (Polar sportske zone) Target zone	RS800CX-HRRS800CX
RR variation Beat to beat variation in heart beat intervals, i.e. the variation in times between successive heart beats.	RR variation	RS800CX-HRRS800CX
Ascent Ascended meters/feet	Ascent	RS800CX-HRRS800CX
Descent Descended meters/feet	Descent	RS800CX-HRRS800CX
Altitude Current altitude	Altitude	RS800CX-HRRS800CX
Time in zone Time spent in the zone	Time in zone	RS800CX-HRRS800CX
Temperature Temperature reading (°C).		RS800CX-HRRS800CX
Because your body temperature affects the actual temperature reading, the best way to obtain an accurate temperature is to take your wrist unit off for at least 10 minutes.		RS800CX-HRRS800CX
Information on the display (Polar s3/s3+ sensor Symbol Explanation W.I.N.D. required)		RS800CX-HRRS800CX
Speed/pace Current speed/pace	VJEŽBANJE	RS800CX-HRRS800CX
Max speed Maximum speed/pace so far		RS800CX-HRRS800CX
Training 17	17 HRVATSKI, SRPSKI	RS800CX-HRRS800CX
	Informacije na zaslonu Temperature	RS800CX-HRRS800CX
ENGLISH	Simbol	RS800CX-HRRS800CX
	Opis Očitanje temperature (°C). Zbog toga što temperatura vašeg tijela utječe na očitanje okolne temperature, najbolji način dobivanja točne temperature je skidanje ručne jedinice na najmanje 10 minuta.	RS800CX-HRRS800CX
Information on the display (Polar s3/s3+ sensor Symbol Explanation W.I.N.D. required)	Informacije na zaslonu (potreban Polar s3 senzor W.I.N.D.) Speed/pace Simbol	RS800CX-HRRS800CX
	Opis Trenutna brzina/ritam Maksimalna brzina/ritam do sada Prosječna brzina/ritam do sada Do sada prijeđena udaljenost Broj i udaljenost kruga Udaljenost između točki A i B Ako simbol nije vidljiv i/ili se oglasi alarm vaša brzina/ritam je izvan ciljane zone.	RS800CX-HRRS800CX
	Ritam trčanja (par koraka u minuti) Do sada prosječni ritam trčanja (par koraka u minuti) Ako simbol ritma nije vidljiv i/ili se oglasi alarm, nalazite se izvan ciljane zone ritma.	RS800CX-HRRS800CX
Average speed Average speed/pace so far	Max speed Average speed	RS800CX-HRRS800CX
Distance Distance covered so far	Distance	RS800CX-HRRS800CX
Lap distance Lap number and lap distance	Lap distance	RS800CX-HRRS800CX
Trip distance Distance between points A and B.	Trip distance	RS800CX-HRRS800CX
Zone pointer (speed/pace) If the symbol is not visible and/or an alarm sounds, your speed/pace is outside the target zone.	Zone pointer (brzina/ritam)	RS800CX-HRRS800CX
Cadence Running cadence (pair of steps per minute)	Cadence	RS800CX-HRRS800CX
Avg Cadence The average running cadence so far (pair of steps per minute)	Avg Cadence	RS800CX-HRRS800CX
Zone pointer* (cadence) If the cadence symbol is not visible and/or an alarm sounds, you are outside the target cadence zone limits.	Zone pointer* (ritam) 18 VJEŽBANJE HRVATSKI, SRPSKI	RS800CX-HRRS800CX
Information on the display (Polar G3/G5 GPS sensor Symbol Explanation W.I.N.D. required)	Informacije na zaslonu (potreban Polar G3 GPS senzor W.I.N.D.)	RS800CX-HRRS800CX
Speed/pace Current speed/pace.	Speed/pace Simbol	RS800CX-HRRS800CX
The amount of bars above the letter G indicates the GPS signal strength.	Opis Trenutna brzina/ritam. Broj stupića iznad slova G označava jačinu GPS signala.	RS800CX-HRRS800CX
	Maksimalna brzina/ritam do sada Prosječna brzina/ritam do sada Do sada prijeđena udaljenost Broj i udaljenost kruga Udaljenost između točki A i B Ako simbol nije vidljiv i/ili se oglasi alarm vaša brzina/ritam je izvan ciljane zone.	RS800CX-HRRS800CX
Max speed Maximum speed/pace so far	Max speed	RS800CX-HRRS800CX
Average speed Average speed/pace so far	Average speed	RS800CX-HRRS800CX
Distance Distance covered so far	Distance	RS800CX-HRRS800CX
Lap distance Lap number and lap distance	Lap distance	RS800CX-HRRS800CX
Trip distance Distance between points A and B.	Trip distance	RS800CX-HRRS800CX
18 Training		RS800CX-HRRS800CX
ENGLISH Information on the display (Polar G3/G5 GPS sensor Symbol Explanation W.I.N.D. required)		RS800CX-HRRS800CX
Zone pointer (speed/pace) If the symbol is not visible and/or an alarm sounds, your speed/pace is outside the target zone.	Zone pointer (brzina/ritam)	RS800CX-HRRS800CX
Information on the display (Polar speed sensor W.I.N.D Symbol Explanation required)	Informacije na zaslonu (potreban Polar senzor brzine W.I.N.D.)	RS800CX-HRRS800CX
Bike speed Speed you are currently cycling at	Bike speed Simbol	RS800CX-HRRS800CX
	Opis Brzina kojom se trenutno vozite Do sada odvezena udaljenost Broj i udaljenost kruga Udaljenost između točki A i B Maksimalna brzina do sada Prosječna brzina/ritam do sada	RS800CX-HRRS800CX
Distance Distance cycled	Distance	RS800CX-HRRS800CX
Lap distance* Lap number and lap distance	Lap distance*	RS800CX-HRRS800CX
Trip distance Distance between points A and B.	Trip distance	RS800CX-HRRS800CX
Max speed The maximum speed so far.	Max speed	RS800CX-HRRS800CX
Avg speed The average speed so far.	Avg speed	RS800CX-HRRS800CX
Inclinometer Uphill/downhill steepness in percentages and grades.		RS800CX-HRRS800CX
Estimates uphill or downhill inclination in numerical form, helping you to adjust cycling effort accordingly.		RS800CX-HRRS800CX
Information on the display (Polar cadence sensor Symbol Explanation W.I.N.D required)		RS800CX-HRRS800CX
Cadence Measures the speed at which you turn the cranks of your bicycle (i.e. cadence), in revolutions per minute (rpm).		RS800CX-HRRS800CX
Avg Cadence The average cadence.	VJEŽBANJE	RS800CX-HRRS800CX
Zone pointer* (cadence) If the cadence symbol is not visible and/or an alarm sounds, you are outside the target cadence zone limits.		RS800CX-HRRS800CX
Training 19	19 HRVATSKI, SRPSKI	RS800CX-HRRS800CX
	Informacije na zaslonu (potreban Polar senzor brzine W.I.N.D.)	RS800CX-HRRS800CX
	Inclinometer	RS800CX-HRRS800CX
	Simbol Opis Nagib uspona/spusta u postocima i stupnjevima.	RS800CX-HRRS800CX
	Procjenjuje uspon ili spust u obliku brojke, pomažući vam da prilagodite napor okretanja pedala.	RS800CX-HRRS800CX
	Informacije na zaslonu (potreban Polar senzor ritma W.I.N.D.)	RS800CX-HRRS800CX
ENGLISH	Cadence	RS800CX-HRRS800CX
	Simbol Opis Mjeri brzinu kojom okrećete pedale vašeg bicikla (odnosno ritam9, u okretajima u minuti (rpm) Prosječni ritam okretanja pedala Ako simbol ritma nije vidljiv i/ili se oglasi alarm, nalazite se izvan ciljane zone ritma. Avg Cadence Zone pointer* (ritam)	RS800CX-HRRS800CX
Button Functions During Exercise Record a Lap Press OK to record a lap.	Funkcije tipki tijekom vježbanja Pretrčite krug Pritisnite OK za snimanje kruga.	RS800CX-HRRS800CX
The display will show: Lap number Average heart rate of the lap Lap time	Na zaslonu će se prikazati: Broj kruga Prosječni otkucaji srca u krugu Vrijeme kruga	RS800CX-HRRS800CX
If a speed sensor* is activated, the following will also appear: Lap number Lap distance Average speed/pace of the lap	Ako je trkaći senzor* aktiviran, prikazati će se i slijedeće: Broj kruga Dužina kruga Prosječna brzina/ritam kruga	RS800CX-HRRS800CX
Lock a Zone When training without preset target zones, you can lock your heart rate to the current sport zone.	Blokiranje zone Tijekom vježbanja bez unaprijed postavljenih ciljanih zona, možete blokirati broj otkucaja vašeg srca prema trenutnoj sportskoj zoni.	RS800CX-HRRS800CX
This way, if you did not preset target zones before starting the exercise, you can do it on-the-go during a session.	Na ovaj način, ako niste imali vremena definirati ciljane zone prije vježbe, možete postaviti ciljanu zonu tijekom vožnje za vrijeme ciklusa.	RS800CX-HRRS800CX
To lock/unlock the zone, press and hold OK.	Za blokiranje/deblokiranje zone, pritisnite i držite OK.	RS800CX-HRRS800CX
During programmed exercises: Press and hold OK and select Lock zone/Unlock zone from the Lap menu.	Tijekom programirane vježbe: Pritisnite i držite OK i odaberite Lock zone/Unlock zone iz Lap menu. 20 VJEŽBANJE	RS800CX-HRRS800CX
If, for example, you are running with a heart rate of 130 bpm which is 75% of your maximum heart rate, and matches sport zone 3, you can press and hold OK to lock your heart rate into this zone.	HRVATSKI, SRPSKI Ako, na primjer, trčite s brojem otkucaja srca od 130 otkucaja/min, što je 75% vašeg maksimalnog broja otkucaja srca i odgovara sportskoj zoni 3, možete pritisnuti i držati OK za blokiranje otkucaja srca prema ovoj zoni.	RS800CX-HRRS800CX
Sport zone3 Locked 70%-79% is displayed.	Prikaže se Sport zone3 Locked 70%-79%.	RS800CX-HRRS800CX
An alarm sounds if you are below or above the sport zone (if the target zone alarm function is on).	Oglasi se alarm ako ste ispod ili iznad sportske zone (ako je funkcija alarma ciljane zone aktivirana).	RS800CX-HRRS800CX
Unlock the sport zone by pressing and holding OK again: Sport zone3 Unlocked is displayed.	Deblokirajte sportsku zonu ponovnim pritiskom i držanjem tipke OK. Prikaže se Sport zone3 Unlocked.	RS800CX-HRRS800CX
Using the software, you can also base ZoneLock on your speed/pace or cadence*.	Koristeći softver, također možete bazirati blokiranje zone na osnovi vaše brzine/ritma*.	RS800CX-HRRS800CX
For further information, see software help.	Za dodatne informacije pogledajte upute za softver.	RS800CX-HRRS800CX
*Optional sensor required.	Povećanje prikaza	RS800CX-HRRS800CX
Zoom the Display Press and hold UP to zoom into the upper row, and DOWN to zoom into the middle row.	Pritisnite i držite tipku GORE za povećanje gornjeg reda i tipku DOLJE za povećanje srednjeg reda.	RS800CX-HRRS800CX
Return to the normal display by pressing and holding the buttons again.	Vratite se na normalni prikaz ponovnim pritiskom i držanjem tipki.	RS800CX-HRRS800CX
Illuminate the Display (Night mode on) To illuminate your display, press LIGHT during the exercise.	Osvjetljenje prikaza (noćni režim rada) Za osvjetljenje zaslona za vrijeme vježbanja pritisnite tipku SVJETLO.	RS800CX-HRRS800CX
Night mode is turned on, and the display illuminates automatically when any button is pressed or exercise phase is changed.	Aktivira se noćni režim rada i zaslon se automatski osvijetli kada se pritisne bilo koja tipka ili se promjeni faza vježbe.	RS800CX-HRRS800CX
View Quick Menu Press and hold LIGHT. Settings is displayed.	Izbornik postavki Pritisnite i držite SVJETLO i prikaže se Settings.	RS800CX-HRRS800CX
You can change certain settings without pausing the exercise recording.	Možete mijenjati određene postavke bez zaustavljanja snimanja vježbe.	RS800CX-HRRS800CX
The contents of this menu vary according to exercise type.	Sadržaj ovog izbornika se mijenja u skladu s vrstom vježbe.	RS800CX-HRRS800CX
For further information, see Settings. • Prev. phase : View summary information of the previous phase or repetition (displayed when an exercise with phases is created in the software). • Keylock: Lock/unlock buttons to prevent accidental button presses. • TZ Alarm: Turn target zone alarm sound on/off. • Change zone: Switch target zones (displayed when you have defined multiple target zones, except when an exercise with phases is created with the software). • HR view: Select heart rate format. 20 Training ENGLISH • Speed view: Select km/h or min/km. • Calibrate : Calibrate stride sensor* (not displayed if stride sensor is off). • Seek sensor: Searches for heart rate sensor or sensor data, if the signal disappears during exercise due to interference. • A.Lap*: Activate/deactivate automatic lap.	Za dodatne informacije pogledajte Postavke. • Prev. phase : Sažete informacije prethodne faze ili ponavljanja (prikaže se ako ste stvorili vježbu s fazama sa softverom). • Keylock: Blokiranje/deblokiranje tipki kako bi se spriječilo slučajno pritiskanje. • TZ Alarm: Uključivanje/isključivanje zvuka alarma ciljane zone. • Change zone: Prebacivanje između ciljanih zona (prikazuje se kada ste definirali višestruke ciljane zone, osim ako je stvorena vježba u fazama sa softverom) • HR view: Odaberite kako se prikazuju otkucaji srca. • Speed view: Odaberite km/h ili min/km. • Calibrate : Kalibracija senzora brzine trčanja* (ne prikazuje se ako je senzor deaktiviran) • Seek sensor: Traži podatke WearLink ili senzora, ako signal zbog smetnji nestane za vrijeme vježbanja. • A.Lap*: Uključivanje/isključivanje funkcije automatskog kruga.	RS800CX-HRRS800CX
Once you have changed the settings, the training computer will return to exercise mode.	Kada ste promijenili postavke, monitor srčane frekvencije će se vratiti u režim vježbanja.	RS800CX-HRRS800CX
Pause Exercise Pause exercise recording by pressing STOP.	Pauza vježbanja Pauzirajte snimanje vježbanja pritiskom na tipku STOP.	RS800CX-HRRS800CX
